연번,구직등록일,연령,희망지역,희망직종,희망임금,장애유형,중증여부,기관분류
25606,2022-09-28,33,강원 원주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25607,2022-09-28,33,경북 경주시,기타 전자 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25608,2022-09-28,33,인천 남동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25609,2022-09-28,33,경북 포항시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25610,2022-09-28,33,대구광역시,제조 단순 종사원,(시급)9160,지적장애,중증,공단
25611,2022-09-28,33,대구광역시,제조 단순 종사원,(월급)1920000,지적장애,중증,공단
25612,2022-09-28,57,대전 서구,일반상점 판매원,(시급)9160,정신장애,중증,공단
25613,2022-09-28,29,대전 중구,세차원 및 운송장비 청소원,(시급)9160,지적장애,중증,공단
25614,2022-09-28,35,서울 영등포구,사무 보조원(일반사업체),(시급)9160,자폐성장애,중증,공단
25615,2022-09-28,61,경기 고양시,주차 관리·안내원,(시급)9160,뇌병변장애,경증,공단
25616,2022-09-28,61,경기 고양시,주차 관리·안내원,(시급)9160,뇌병변장애,경증,공단
25617,2022-09-28,32,울산 중구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25618,2022-09-28,34,부산 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25619,2022-09-28,66,서울 마포구,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),(월급)2000000,지체장애,중증,공단
25620,2022-09-28,62,서울 도봉구,직업 운동선수,(월급)700000,뇌병변장애,중증,공단
25621,2022-09-28,62,서울 마포구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,청각장애,중증,공단
25622,2022-09-28,29,전남 함평군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25623,2022-09-28,40,부산 영도구,사무 보조원(일반사업체),(시급)9160,정신장애,중증,공단
25624,2022-09-28,36,부산 부산진구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,자폐성장애,중증,공단
25625,2022-09-28,28,인천 남동구,공공행정 사무원,(시급)9160,지적장애,중증,공단
25626,2022-09-28,27,전남 순천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25627,2022-09-28,27,전남 순천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25628,2022-09-28,27,부산 연제구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25629,2022-09-28,27,부산 연제구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25630,2022-09-28,27,강원 춘천시,일반상점 판매원,(월급)2000000,지적장애,중증,공단
25631,2022-09-28,41,충남 홍성군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25632,2022-09-28,41,충남 홍성군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25633,2022-09-28,62,충북 청주시,사무 보조원(일반사업체),(시급)9160,지체장애,중증,공단
25634,2022-09-28,27,전남 광양시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25635,2022-09-28,27,전남 광양시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25636,2022-09-28,27,광주 광산구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25637,2022-09-28,26,인천 미추홀구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
25638,2022-09-28,31,서울 광진구,주방 보조원(일반 음식점),(시급)9160,정신장애,중증,공단
25639,2022-09-28,26,충북 청주시,전산자료 입력원(DB·단순자료),(시급)9160,지적장애,중증,공단
25640,2022-09-28,29,서울 강북구,네일 아티스트(손톱 관리사),(월급)1000000,지적장애,중증,공단
25641,2022-09-28,39,부산 해운대구,사무 보조원(일반사업체),(시급)9160,뇌병변장애,경증,공단
25642,2022-09-28,27,전남 광양시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25643,2022-09-28,24,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25644,2022-09-28,24,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25645,2022-09-28,24,인천 미추홀구,주방 보조원(일반 음식점),(시급)9160,지적장애,중증,공단
25646,2022-09-28,30,울산 남구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
25647,2022-09-28,59,경남 창원시,지게차 운전원,(월급)2600000,지체장애,경증,공단
25648,2022-09-28,55,경북 구미시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25649,2022-09-28,64,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,청각장애,경증,공단
25650,2022-09-28,26,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,자폐성장애,중증,공단
25651,2022-09-28,26,경기 시흥시,떡 제조원(한과 포함),(시급)9160,지적장애,중증,공단
25652,2022-09-28,30,경기 고양시,음료 조리사(바리스타 포함),(시급)9160,자폐성장애,중증,공단
25653,2022-09-28,36,충북 청주시,전산자료 입력원(DB·단순자료),(시급)9160,정신장애,중증,공단
25654,2022-09-28,24,경기 안산시 상록구,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
25655,2022-09-28,24,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25656,2022-09-28,27,부산 사상구,안마사,(시급)9160,시각장애,중증,공단
25657,2022-09-28,50,경북 포항시 북구,사무 보조원(공공기관),(시급)9160,시각장애,경증,공단
25658,2022-09-28,27,울산 동구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25659,2022-09-28,23,인천광역시,제조 단순 종사원,(월급)2000000,지적장애,중증,공단
25660,2022-09-28,33,경기 안산시,사무 보조원(공공기관),(월급)2500000,지체장애,중증,공단
25661,2022-09-28,28,경기 안산시,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25662,2022-09-28,57,경남 창원시 성산구,사무 보조원(일반사업체),(시급)9160,지체장애,중증,공단
25663,2022-09-28,36,경기 김포시,사무 보조원(공공기관),(시급)9160,뇌전증장애,경증,공단
25664,2022-09-28,31,경기 성남시,매장 계산원,(시급)9160,지적장애,중증,공단
25665,2022-09-28,63,부산 부산진구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,지체장애,경증,공단
25666,2022-09-28,50,서울 종로구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,신장장애,중증,공단
25667,2022-09-28,22,경기 안산시,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
25668,2022-09-28,21,경기 안산시,식품 분야 단순 종사원,(시급)9160,지적장애,중증,공단
25669,2022-09-28,19,전북 군산시,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",(시급)9160,지적장애,중증,공단
25670,2022-09-28,21,충북 진천군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25671,2022-09-28,48,서울 노원구,총무 및 일반 사무원,(시급)10000,호흡기장애,중증,공단
25672,2022-09-28,64,서울 서대문구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(월급)2000000,간장애,경증,공단
25673,2022-09-28,67,충북 제천시,환경 미화원,(시급)9160,뇌병변장애,중증,공단
25674,2022-09-28,36,경북 김천시,사무 보조원(공공기관),(시급)9160,지체장애,중증,공단
25675,2022-09-28,22,인천 남동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25676,2022-09-28,19,전북 군산시,"기타 판매 단순 종사원(전단지배포, 벽보원, 물품 보관원)",(시급)9160,지적장애,중증,공단
25677,2022-09-28,67,서울 서대문구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,지체장애,경증,공단
25678,2022-09-28,18,세종특별자치시,사서,(월급)1910000,지적장애,중증,공단
25679,2022-09-28,44,충북 청주시,전산자료 입력원(DB·단순자료),(시급)9160,뇌병변장애,경증,공단
25680,2022-09-28,20,경기 안산시,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25681,2022-09-28,23,충북 청주시,환경 미화원,(시급)9160,지적장애,중증,공단
25682,2022-09-28,27,서울 강남구,방송장비 설치·수리원,(시급)9160,지체장애,중증,공단
25683,2022-09-28,50,경기 의정부시,사무 보조원(공공기관),(월급)2000000,뇌병변장애,경증,공단
25684,2022-09-28,32,충남 태안군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25685,2022-09-28,32,충남 태안군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25686,2022-09-28,32,인천 연수구,음료 조리사(바리스타 포함),(시급)9160,자폐성장애,중증,공단
25687,2022-09-28,31,강원 삼척시,생산·품질 사무원 및 관리원(화학·섬유·의료),(연봉)30000000,시각장애,경증,공단
25688,2022-09-28,52,서울 서대문구,"기타 건물 관리원(공원, 종교시설 등)",(월급)2000000,지체장애,경증,공단
25689,2022-09-28,52,서울 서대문구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,지체장애,경증,공단
25690,2022-09-28,21,대전 대덕구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25691,2022-09-28,60,경기 양주시,주입·포장·상표부착기 등 기타 기계 조작원,(시급)1960,청각장애,경증,공단
25692,2022-09-28,23,대구 달서구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25693,2022-09-28,52,강원 원주시,생산·품질 사무원 및 관리원(기계·자동차·금속),(월급)3000000,지체장애,경증,공단
25694,2022-09-28,24,서울 서초구,사무 보조원(일반사업체),(시급)9160,자폐성장애,중증,공단
25695,2022-09-28,70,강원 원주시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,시각장애,경증,공단
25696,2022-09-28,44,충남 홍성군,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25697,2022-09-28,44,충남 홍성군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25698,2022-09-28,18,경남 사천시,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25699,2022-09-28,59,대구 달서구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25700,2022-09-28,42,경기 수원시,경리 사무원(회계·세무 사무소),(연봉)26000000,시각장애,경증,공단
25701,2022-09-28,58,서울 노원구,환경 미화원,(시급)9160,시각장애,중증,공단
25702,2022-09-28,66,부산 부산진구,재가 요양보호사,(시급)9160,뇌병변장애,경증,공단
25703,2022-09-28,66,부산 부산진구,재가 요양보호사,(시급)9160,뇌병변장애,경증,공단
25704,2022-09-28,65,전북 군산시,시설 요양보호사(노인요양사),(시급)9160,지체장애,경증,공단
25705,2022-09-28,24,경기 이천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25706,2022-09-28,22,대전 유성구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25707,2022-09-28,68,부산 사상구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
25708,2022-09-28,31,경기 시흥시,기타 비금속제품 생산기계 조작원,(시급)9160,정신장애,중증,공단
25709,2022-09-28,60,부산 사상구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,지체장애,경증,공단
25710,2022-09-28,42,경북 고령군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
25711,2022-09-28,19,강원 강릉시,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25712,2022-09-28,20,서울 종로구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25713,2022-09-28,22,서울특별시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25714,2022-09-28,30,서울특별시,사회복지사(사회복지시설),(월급)600000,지체장애,중증,공단
25715,2022-09-28,21,경남 김해시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,뇌병변장애,경증,공단
25716,2022-09-28,56,경기 의정부시,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지체장애,경증,공단
25717,2022-09-28,67,부산 동래구,재가 요양보호사,(시급)9160,지체장애,경증,공단
25718,2022-09-28,58,서울 강북구,지게차 운전원,(월급)2000000,지체장애,경증,공단
25719,2022-09-28,24,경기 성남시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,정신장애,중증,공단
25720,2022-09-28,27,서울 도봉구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(월급)700000,지체장애,경증,공단
